Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Topocentric Range,Topocentric Reletive Velocity,Time,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[22830.79600589607, 13130.975706078128, 0]","[-1.931501200476786, 3.3956477341893363, 0]","[-18728.481252415724, 16637.932633006058, -8129.634489564639]","[-0.866540284920082, -2.3937804464275643, -2.9631138235073107]","[19910.54337640984, 15203.521788672435, -8129.634489564639]",[[ 1677.14545475 -2490.0728916   2121.55172495]],0.4935039630273229,0.13490624601152343,97576381.57126099,-0.004771940020818695,[19552.89776758 36350.60549454  5602.37646434],"[1614.3646955537006, -1989.1295838186893, -330.31862144138194]",2020-10-09 16:01:00,"GPS BIIRM-2 (PRN 31)    
",1,0,0
"[25656.812704213808, -6054.816658458815, 0]","[0.8898115891959442, 3.8002162643106825, 0]","[15097.20734714033, -2382.3589375568254, 21478.629824007694]","[1.4051745611855342, 3.5918930051063342, -0.5976599470134192]","[-5223.74282979329, -14363.628185040438, 21478.629824007694]",[[-10118.16991254  15013.64763968 -12805.18538723]],0.21436133622069603,0.19910706252621804,283303735.96509016,0.1609473017758318,[ -4992.68559192 -22933.13607948   4735.85343378],"[-9741.314626109091, 11998.52082583442, 1982.2842268906309]",2020-10-09 16:01:00,"GPS BIIRM-3 (PRN 12)    
",1,0,0
"[9765.352161684925, -24564.533165346387, 0]","[3.600133380328951, 1.479803557661471, 0]","[9948.374885149518, 16268.443236690113, 18306.992769765464]","[-3.5579482422485986, 0.37754943978556177, 1.5327229532515048]","[14067.299730829534, -12874.140223093942, 18306.992769765464]",[[-20782.57677777  30837.11486768 -26291.77338037]],-1.1753395036461465,0.2382199126087839,-223862995.55660295,0.6842021998171076,[13746.34622013 -5738.38694339  3617.21054509],"[-20007.308824267882, 24637.28687338147, 4077.921030750082]",2020-10-09 16:01:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[23223.836435435856, 12821.835366237328, 0]","[-1.8723562964896248, 3.396824551423565, 0]","[-5985.44391399628, -14483.925364635408, 21404.121288267077]","[3.775085593651186, -0.36400142708630545, 0.8126295932616794]","[-13073.048372745348, 8643.20768348096, 21404.121288267077]",[[ 16108.31055314 -23902.83231494  20380.75389274]],0.6508313750257765,0.9201493138735733,-387599606.81997967,-0.22249201176463387,[ -9821.93417686 -12897.8517134   21297.06689421],"[15507.54379021969, -19098.642201912862, -3160.1236767127084]",2020-10-09 16:01:00,"GPS BIIRM-5 (PRN 29)    
",1,0,0
"[11258.219241925583, 23870.945228558627, 0]","[-3.504182561275268, 1.7084070590009162, 0]","[18792.98630861946, -17055.736759238593, 7245.345803183469]","[0.9821686787272723, 2.2808203319247937, 3.00518774821066]","[-20332.974283081883, -15186.989418575751, 7245.345803183469]",[[-1395.09163132  2071.34079678 -1764.5159569 ]],0.7318328798536035,-0.17294484467800553,68735620.76091,0.006588076938963989,[-21824.67362108 -24297.59140884  -5705.41151869],"[-1342.8324389208478, 1654.4589603666927, 274.9618878360491]",2020-10-09 16:01:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[-12500.130622249611, 23518.646403763556, 0]","[-3.420798000039559, -1.795168318603644, 0]","[10098.326057883545, -13856.59387618236, -20381.329966853948]","[2.0518654623277617, 3.0812268721697134, -1.104706900457586]","[-15531.12266164301, -7263.994210472863, -20381.329966853948]",[[ 3040.67784523 -4509.71648792  3842.31782844]],-1.3623786676264313,-0.7579643755287772,-58841196.61247059,-0.08638602188990568,[-19737.84564471   4174.33278909 -19096.80052931],"[2926.9257525750754, -3600.1476570323894, -598.2176329422718]",2020-10-09 16:01:00,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[18955.049018991416, -18361.066450162798, 0]","[2.695413506682045, 2.817164536971809, 0]","[12494.234483595937, -8753.725242138324, 21533.44012353191]","[1.7614716315662242, 3.4601713692871963, 0.35510813385246265]","[-10980.204425785021, -10590.973124028718, 21533.44012353191]",[[-3024.75340765  4489.54294016 -3830.12245254]],0.39257065844969374,0.2748987621140426,108034767.11752266,0.04226394474197966,[-10170.36592008 -24562.35679137   7497.92777514],"[-2912.205544041303, 3589.264711006391, 592.0876192954562]",2020-10-09 16:01:00,"GPS BIIF-1  (PRN 25)    
",1,0,0
"[-22280.411809922385, 14856.245007816127, 0]","[-2.14923105713471, -3.1848102661915934, 0]","[9116.713384490387, 12369.518533288136, -21931.833358652115]","[-2.523497519614624, 2.848136034458401, 0.5313115529613166]","[10399.18365126498, -11312.666841535112, -21931.833358652115]",[[-16908.15089988  25091.000306   -21394.06777035]],0.23314445794655989,-0.8133750731486596,-446957926.06293935,0.35169743889474103,[  5044.86067043  21244.8583878  -23092.91736344],"[-16277.564939553618, 20048.7923515398, 3317.0541464602898]",2020-10-09 16:01:00,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-26794.001542077676, -1257.0397220280965, 0]","[0.18155575862306855, -3.8314199761237644, 0]","[7252.993476032989, -22660.50794283703, -12385.238508355824]","[2.84316166432927, -0.4713005381876261, 2.531214941509688]","[-23628.976191148173, -2788.5513710366204, -12385.238508355824]",[[ 12218.81592347 -18131.50232021  15461.79213217]],1.4072017136599466,-0.37259799848981295,-428590125.62167764,-0.1948479432886905,[-26084.93593576  -4305.83636417 -10333.39738599],"[11763.364793479703, -14488.78397323443, -2395.7544754126197]",2020-10-09 16:01:00,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[21782.184931306205, 14879.805254584848, 0]","[-2.185242883216364, 3.2307776432170736, 0]","[26101.33140288977, 3697.3581458525505, -960.3262642519312]","[-0.40473930090314747, 2.1460542894426733, -3.231694249713015]","[-1359.1370230217494, -26326.84380655671, -960.3262642519312]",[[-23549.11342877  34939.67774043 -29797.90892822]],0.4291497166587095,-0.9606949495056778,437732241.2050998,-0.12138879372187512,[ -5650.67268687 -12348.70584375 -19426.03811353],"[-22671.766125821563, 27919.732587860606, 4614.715852229778]",2020-10-09 16:01:00,"GPS BIIF-4  (PRN 27)    
",0,0,0
"[14559.861348763905, 22127.53096515089, 0]","[-3.2362821066654, 2.148325688459482, 0]","[19775.24178219136, -12701.404237979057, 12216.027666482325]","[0.2871720280807948, 2.892529906376303, 2.5767475826367257]","[-16246.625282855162, -16983.31605073552, 12216.027666482325]",[[-5629.09734438  8354.38248114 -7122.30027153]],0.5874882503290795,-0.11317110887480474,257435928.40931383,0.025948091120790367,[-17379.32666462 -26098.06454735  -3563.73269494],"[-5418.997182743207, 6675.206260340394, 1105.2455174482288]",2020-10-09 16:01:00,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-26061.65018285405, -5382.022283124714, 0]","[0.7834894357110002, -3.7862055239679155, 0]","[-14683.693292265949, -4606.398460958265, 21710.504798991955]","[1.9390054990101442, -3.288651891330186, 0.6117469885947223]","[-1715.2245193011477, 15293.389432393426, 21710.504798991955]",[[ 15172.61519198 -22516.05211215  19199.99539157]],-1.3970313321242174,1.48518272351827,34314562.0113926,-0.16913075767657304,[ 2224.09282211  -390.40675926 26310.98454955],"[14606.943206410742, -17992.59948751724, -2975.619366027381]",2020-10-09 16:01:00,"GPS BIIF-6  (PRN 06)    
",0,0,1
"[5801.68542070197, 25909.649833740652, 0]","[-3.7803329768747997, 0.8524222939759565, 0]","[-24729.744565575482, 3249.6775094959858, 9102.133707736268]","[-1.3536198195899143, -2.23258887975817, -2.863704150450575]","[7915.992881508259, 23652.858746761347, 9102.133707736268]",[[ 16946.99405138 -25142.94267642  21439.17395828]],0.48189647679725456,0.7790286899302593,568688451.1136935,0.05340441713778688,[11089.43666503 21202.55021367 23624.58271539],"[16315.145896760085, -20088.10345584012, -3323.3557287116087]",2020-10-09 16:01:00,"GPS BIIF-7  (PRN 09)    
",1,0,0
"[25383.94468665351, 7551.599761180827, 0]","[-1.1046192437615654, 3.724889070762886, 0]","[-15997.067522668303, -18080.72415255727, 10888.184036030747]","[0.9832751857636395, -2.542180401861736, -2.768658696305624]","[-14690.182971597062, 19157.695045768858, 10888.184036030747]",[[ 26898.25643973 -39909.55515093  34029.53137137]],-1.5226043156275995,1.0824299574831304,-351419409.6171399,0.2483075433185074,[-11470.17682175    553.19921866  21614.32625627],"[25895.217638863738, -31886.572409984077, -5275.881195090171]",2020-10-09 16:01:00,"GPS BIIF-8  (PRN 03)    
",0,0,0
"[-5851.585359567043, -25936.548326237662, 0]","[3.778991696938035, -0.8335963471482499, 0]","[9998.210692082892, -14293.696321621985, 20066.67931476283]","[2.0680187671797166, 3.0690906469780526, 1.131212665562864]","[-15941.03481614869, -7082.187555294324, 20066.67931476283]",[[ 3331.72589451 -4941.53863132  4212.77675906]],0.5395059097493926,0.303337308534191,-137683601.0990989,-0.03807459379106031,[-14799.05234903 -24716.24174352   9016.82882013],"[3207.417790668352, -3946.758632576641, -653.7401367670009]",2020-10-09 16:01:00,"GPS BIIF-9  (PRN 26)    
",1,0,0
"[16283.805724488264, 20869.62363335646, 0]","[-3.0542328954671745, 2.404331100088953, 0]","[12121.037979987997, 14467.955067398629, -18559.693799366694]","[-3.421912723888253, 0.7199125035180268, -1.6974645551465428]","[11884.771077174493, -14662.656716561765, -18559.693799366694]",[[-20954.69867654  31092.72853008 -26513.1467267 ]],0.3543054662808532,-0.8889964946037094,-518108065.4829961,0.4048513281309391,[  6526.9844147   17644.53487275 -23178.99463324],"[-20173.458815571612, 24844.056244816238, 4109.345990204988]",2020-10-09 16:01:00,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[-241.50355898916766, -26559.690033021103, 0]","[3.8738453032685367, -0.012039574933434804, 0]","[6776.6725295681235, -17352.272045747122, -18932.797545438043]","[2.327700517156583, 2.664998610648038, -1.5768370533106102]","[-18327.551219562723, -3335.4912707014028, -18932.797545438043]",[[  8424.21418921 -12497.37473853  10653.12531965]],-1.3982809860876237,-0.603612354998858,-186820955.59208024,-0.23021974548689916,[-21802.08176691   3798.95615147 -15258.00030846],"[8109.709799039245, -9982.046203043164, -1654.1531081884405]",2020-10-09 16:01:00,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[-6334.14878818793, 25822.243365726878, 0]","[-3.762364852911236, -0.9063599914681009, 0]","[10821.92947400821, 14932.706387266695, 19152.279648151696]","[-3.5070771127528433, 0.6374194418730376, 1.5069785336504626]","[12589.234530956386, -13476.314463283297, 19152.279648151696]",[[-20419.78960481  30299.16384211 -25833.14853586]],-1.0057909342690732,0.2525699077086735,-144802789.768709,0.7403093439278821,[12328.28702507 -7815.44833556  3767.17120154],"[-19658.054445978723, 24207.685793006014, 4006.759150946802]",2020-10-09 16:01:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[5306.765739026748, -26019.47437417955, 0]","[3.795819366853495, 0.7776777751135889, 0]","[-7678.383801994641, -15040.470563584367, -20493.937560476585]","[3.7005982287767374, -0.4352159316322994, -1.0626322175210001]","[-13295.789721173325, 10411.306751562137, -20493.937560476585]",[[ 18024.73889084 -26745.95874145  22803.41693333]],-0.708366893627133,-0.2657130419761718,-17074512.15233034,-0.4304232896837444,[-15327.81855291  17891.84490509  -6411.73522058],"[17352.30566909394, -21368.94254056831, -3537.0630189247927]",2020-10-09 16:01:00,"GPS BIII-1  (PRN 04)    
",0,0,0
"[-25978.52548206306, 5646.829476384204, 0]","[-0.8228383989834072, -3.7818640659983385, 0]","[14991.667378742952, -21945.10245065441, 657.9186826481696]","[1.8647434600566486, 1.1775984836521083, -3.180495634961204]","[-24405.73050678618, -10521.308416480828, 657.9186826481696]",[[ 5494.99153283 -8153.00214773  6947.50574294]],0.9320496448697259,-0.20889577802318154,-272537103.40893567,-0.03473897465976058,[-26107.75305002 -19387.55340016  -6893.67010067],"[5289.519932816895, -6510.949177608773, -1080.7576134359952]",2020-10-09 16:01:00,"GPS BIII-2  (PRN 18)    
",0,0,0
"[20512.349538930877, -16733.129507751662, 0]","[2.4487744870270913, 3.01851073068588, 0]","[3683.1653420634448, 14834.142190012462, 21613.343685787775]","[-3.8503406940449243, 0.33226959633673014, 0.4151830616878256]","[13884.897935689301, -6389.608029134189, 21613.343685787775]",[[-14802.72932486  21759.9729396  -18607.19451128]],-1.3193574605674874,0.6053112011788276,-202443481.7815406,0.6083962003961055,[14818.75817274 -3806.57095337 10586.92452284],"[-14260.546201750625, 17324.478862506465, 2839.776040426161]",2020-10-09 16:02:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[2747.7776854032013, 26368.304990075358, 0]","[-3.8535065240623383, 0.4624973055075158, 0]","[15982.318816735878, -17751.058902487945, 11502.312086647917]","[2.820192917759275, 0.8005902822225455, -2.543419626255954]","[-20424.329745709525, -12384.722901942998, 11502.312086647917]",[[ 1369.19406824 -2014.763915    1718.13914816]],0.6893518857893359,-0.022314588815812865,-67231808.68758671,-0.007791229212242957,[-21001.65391563 -25479.80349572   -736.9397226 ],"[1318.3973933645202, -1601.7453820794974, -266.1928495985613]",2020-10-09 16:02:00,"GPS BIIR-3  (PRN 11)    
",0,0,0
"[2968.313670454506, 26376.590075429518, 0]","[-3.8496970117976668, 0.45459349153676143, 0]","[-16568.61910847845, -3193.903353025301, 20489.393164834106]","[-0.37886699159993087, -3.7596785687663274, -0.8649272729118163]","[-42.35483682616632, 16873.59961176337, 20489.393164834106]",[[ 15650.86740414 -23005.42462634  19676.05132109]],0.9559246348452998,1.3929098289246402,113185660.97352664,-0.12223046270936655,[ 3907.49878497  2759.45668251 26607.24392227],"[15078.144279402264, -18318.156683038476, -2999.6447052021194]",2020-10-09 16:02:00,"GPS BIIR-4  (PRN 20)    
",1,0,0
"[-13389.486933851898, 23216.6501755823, 0]","[-3.3564315295100338, -1.8633847346907249, 0]","[-7572.140119105898, -24557.468832462473, 7608.194548407506]","[2.385936232173589, 0.12686168487616012, 3.0048377145328784]","[-22710.50976216247, 12026.609155679005, 7608.194548407506]",[[ 25535.94791774 -37531.54607525  32100.82618489]],1.2119042570960976,0.5711075607894042,-809082223.2748723,0.03080507848488751,[-20686.13821696  -7760.16639664  14195.9863664 ],"[24601.665719998477, -29883.257917442334, -4893.068305111192]",2020-10-09 16:02:00,"GPS BIIR-5  (PRN 28)    
",1,0,0
"[-19137.472223327753, 18724.259566263954, 0]","[-2.7094574154852147, -2.725105652180844, 0]","[-15287.456998412395, 2692.4480126212293, -21814.79134955208]","[-1.4704402170992281, -3.5059562108477875, 0.559854371627839]","[5501.020176934629, 14515.31586951983, -21814.79134955208]",[[ 10089.63420506 -14830.71069505  12686.71266579]],0.09906681056369503,-0.12271628280601461,383426403.9039731,-0.09100895721741363,[ 3498.02421356 35194.16063378 -4362.09560703],"[9720.724784105829, -11810.568438945551, -1932.1499037425228]",2020-10-09 16:02:00,"GPS BIIR-8  (PRN 16)    
",0,0,0
"[-11722.797694044004, 24144.947959574256, 0]","[-3.4849818004149533, -1.599102093624177, 0]","[-19256.088668828233, 18302.76505245278, 3822.870434499485]","[-1.2809770569455416, -1.8709556175503241, 3.092062177866528]","[21577.922379192965, 15497.787751307776, 3822.870434499485]",[[  744.13592466 -1094.35512689   940.44344069]],0.6618282047877893,0.36279546051515715,40946620.72909698,-0.0014344802646105864,[22801.23179929 29268.42810141 14083.72615713],"[717.4850610364654, -874.8194387872701, -139.6026661276541]",2020-10-09 16:02:00,"GPS BIIR-9  (PRN 21)    
",1,0,0
"[5338.81996039614, -25979.690094403006, 0]","[3.7946798715168226, 0.806770984959269, 0]","[-11876.935164186845, -23069.1487217629, 5495.460338282219]","[1.8226326014807503, -1.6259999997953585, -3.014068537733023]","[-20444.178517606517, 15977.57104134884, 5495.460338282219]",[[ 27782.07481002 -40834.04414521  34920.10937416]],1.465036958923741,0.7044335293802448,-644719559.0485876,0.25396809779123836,[-18237.75678962  -1936.0372381   15587.28269315],"[26764.89310945311, -32509.57539100158, -5327.324473201534]",2020-10-09 16:02:00,"GPS BIIR-10 (PRN 22)    
",1,0,0
"[19240.47928031956, -18053.849340594057, 0]","[2.65088048290049, 2.8601488240118993, 0]","[-20595.612629401425, -9338.741184757357, 13592.13641974772]","[2.455765378717418, -1.6611890457998626, 2.5332362678847846]","[-5326.694469939697, 21977.663035913454, 13592.13641974772]",[[ 23767.79464239 -34935.32867853  29880.0980905 ]],-0.20918132681556056,1.2858432837770073,124266185.6352413,0.15300382438090138,[-1552.41498783  7312.82167596 25521.18886541],"[22898.146294518898, -27817.223657944054, -4554.716173548284]",2020-10-09 16:02:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[-26802.331976548165, 3924.0398359149863, 0]","[-0.5612884708181486, -3.7560850370923373, 0]","[-13636.434324046884, -7812.006647373279, 22063.166116455173]","[2.2756054181653678, -3.0202164554991993, 0.35090183255519974]","[-5126.939452555445, 14855.782738801707, 22063.166116455173]",[[ 16987.14373019 -24971.67977111  21356.61031932]],0.3231588803367206,1.4349066798579744,-78329355.4712749,-0.1921973747578059,[-1139.32752779 -3402.00463416 26238.97256936],"[16365.344122875615, -19883.991541674066, -3256.8087132535366]",2020-10-09 16:02:00,"GPS BIIR-13 (PRN 02)    
",1,0,0
"[24777.67678644644, 8568.936066720667, 0]","[-1.2662541718281293, 3.7144103516172278, 0]","[-10924.957617491227, 12779.269546849615, -20117.045090025913]","[-3.569582970968799, -1.0418145056460446, 1.2541705773412222]","[14595.264415163609, 8345.219334833355, -20117.045090025913]",[[-1408.73480593  2073.51339071 -1769.00724367]],0.3159627080032399,-0.19720681241443005,-68925870.86300083,0.012654547486841604,[11886.08360046 36358.36331112 -7642.87600968],"[-1356.5643504824836, 1649.2742279282759, 273.4235543010763]",2020-10-09 16:02:00,"GPS BIIRM-1 (PRN 17)    
",0,0,0
"[22595.24449773502, 13536.702911619443, 0]","[-1.9910099759355866, 3.360712717057906, 0]","[-18829.600012797444, 16347.839004657875, -8484.204315415569]","[-0.8173386675034253, -2.4369922949924225, -2.941349477301371]","[19577.737936666777, 15444.023246788815, -8484.204315415569]",[[ 2000.39038882 -2941.89394457  2514.26729721]],0.48416296707239315,0.13322344930952115,115368369.97731553,-0.005525881155696985,[19209.33187559 36525.63872863  5530.74251429],"[1926.9223387187963, -2341.8982537496304, -384.8845487558779]",2020-10-09 16:02:00,"GPS BIIRM-2 (PRN 31)    
",1,0,0
"[25759.568092920003, -5597.852207079203, 0]","[0.8226810070302866, 3.815430286588003, 0]","[15263.459288631857, -1950.968084912562, 21403.547176625056]","[1.3655348724223708, 3.5975507025112874, -0.6536480445930696]","[-4768.111153579871, -14630.262538696177, 21403.547176625056]",[[-10658.96957563  15667.67696887 -13402.57046856]],0.1991587585018877,0.1913039922525242,290688645.9905751,0.1670116242289159,[ -4588.13951664 -22732.2006381    4491.37934365],"[-10269.227227103329, 12477.064408832513, 2041.268078534175]",2020-10-09 16:02:00,"GPS BIIRM-3 (PRN 12)    
",1,0,0
"[10189.272813963002, -24385.97800641831, 0]","[3.5746839598268974, 1.5422331459876475, 0]","[9526.468334812063, 16310.603158567617, 18485.34093481724]","[-3.5827856588922042, 0.33599936365429994, 1.485799394025626]","[14243.73020511289, -12405.866522512952, 18485.34093481724]",[[-20615.80966565  30302.7894719  -25912.81882741]],-1.2015345366563823,0.26525411696731044,-230180052.65270323,0.6969154607443502,[14002.27629372 -5419.07891848  4078.72437908],"[-19860.81646298077, 24125.176318829126, 3954.2604126041924]",2020-10-09 16:02:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[22996.19993722076, 13226.409413675976, 0]","[-1.9314122966349638, 3.363542341426838, 0]","[-5532.723288038313, -14525.274489166994, 21498.104371389614]","[3.7898025233467143, -0.3269359598293623, 0.7578128095837413]","[-13235.93705726522, 8148.901532339207, 21498.104371389614]",[[ 15885.18118202 -23350.70706457  19968.9349062 ]],0.6419818179049083,0.8975125669031305,-391863024.2826917,-0.21728408934509413,[-10032.01692699 -13418.44618458  21005.15713721],"[15303.552568849685, -18591.787579913314, -3046.3461071094453]",2020-10-09 16:02:00,"GPS BIIRM-5 (PRN 29)    
",1,0,0
"[10833.492556528538, 24073.37773564806, 0]","[-3.5330811303636414, 1.6456903903145697, 0]","[18908.56490103847, -16777.75237983001, 7606.922836461498]","[0.9328507226792486, 2.3250784766300603, 2.9857593240604285]","[-20014.834551840206, -15441.28231068065, 7606.922836461498]",[[-1718.39951576  2527.1823961  -2159.60905297]],0.7202378487869346,-0.17131967218811764,83791959.90791377,0.00786630313376901,[-21496.34429623 -24497.57109926  -5638.88841876],"[-1655.258083860561, 2011.6051694657083, 330.7861727940108]",2020-10-09 16:02:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[-12908.623510688501, 23299.710825540515, 0]","[-3.3886454041769647, -1.8544129841311652, 0]","[10342.95374897225, -13484.83766682025, -20510.766595635487]","[2.025998773706511, 3.1158251519897293, -1.0529614343041316]","[-15179.681798578173, -7641.649013648027, -20510.766595635487]",[[ 2570.46848748 -3776.29909066  3226.52646934]],-1.3550996325344884,-0.7737321320386055,-47884461.18221898,-0.07272015418972007,[-19456.88292151   4263.10504767 -19459.04283017],"[2476.0045390624337, -3003.5606868025598, -494.6429561453018]",2020-10-09 16:02:00,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[19276.060008132998, -18019.573891992695, 0]","[2.645569269884281, 2.8645961587252553, 0]","[12704.000653202498, -8336.450511854913, 21572.748850180258]","[1.7286191502727746, 3.482452837768478, 0.2989079797664216]","[-10563.02082935226, -10922.9405698212, 21572.748850180258]",[[-3543.32892793  5209.63018249 -4457.38378738]],0.38018548207987674,0.26926189058836514,124347348.86412166,0.048981777991142714,[ -9796.81362826 -24514.84454986   7285.41514746],"[-3413.871868266014, 4150.003485128748, 678.1018198897037]",2020-10-09 16:02:00,"GPS BIIF-1  (PRN 25)    
",1,0,0
"[-22537.824210320632, 14467.485361828938, 0]","[-2.0927900433169055, -3.2217385953387243, 0]","[8809.083801692117, 12713.260478554674, -21864.00474316713]","[-2.5460720643153922, 2.8165485141822693, 0.5864650481247105]","[10843.740907809304, -11029.063085553445, -21864.00474316713]",[[-17046.7510204   25059.36512255 -21430.40837234]],0.24926482965841296,-0.7950830219738952,-466818055.5162565,0.3410058904199271,[  5526.63407574  21710.62439781 -22841.20843385],"[-16422.611790952884, 19952.994495461135, 3269.0702325546513]",2020-10-09 16:02:00,"GPS BIIF-2  (PRN 01)    
",0,0,0
